0	5	5	1262.5	5	5	1262.5	5	5	1262.5
0.0125664	4.98388	-1.28319	1242.77	5.06283	-1.28319	1282.44	5.02324	-1.30609	1262.5
0.0251327	4.88905	-7.54611	1223.61	5.04671	-7.64533	1302.69	4.96726	-7.59158	1262.5
0.0376991	4.71702	-13.6899	1206.22	4.95063	-13.9872	1323.26	4.83294	-13.7573	1262.5
0.0502655	4.4705	-19.6174	1191.69	4.77486	-20.2084	1344.16	4.62241	-19.7062	1262.5
0.0628319	4.15338	-25.2352	1180.94	4.52092	-26.2086	1365.38	4.33898	-25.3442	1262.5
0.0753982	3.77068	-30.4545	1174.64	4.19157	-31.8898	1386.94	3.98712	-30.5825	1262.5
0.0879646	3.32843	-35.1929	1173.19	3.79083	-37.1571	1408.84	3.57238	-35.3385	1262.5
0.100531	2.83362	-39.3755	1176.69	3.3239	-41.9208	1431.09	3.1013	-39.5373	1262.5
0.113097	2.29407	-42.9364	1184.9	2.79711	-46.0977	1453.69	2.58131	-43.1125	1262.5
0.125664	1.71829	-45.8192	1197.32	2.21783	-49.6127	1476.65	2.02061	-46.0077	1262.5
0.13823	1.11537	-47.9784	1213.17	1.59438	-52.3997	1499.96	1.42805	-48.1775	1262.5
0.150796	0.494845	-49.3801	1231.44	0.935906	-54.4032	1523.65	0.812966	-49.5874	1262.5
0.163363	-0.133497	-50.0019	1250.99	0.252255	-55.5793	1547.71	0.185061	-50.2153	1262.5
0.175929	-0.759732	-49.8341	1270.58	-0.446176	-55.8963	1572.15	-0.445763	-50.0513	1262.5
0.188496	-1.37397	-48.8794	1288.99	-1.14859	-55.3356	1596.98	-1.06956	-49.0979	1262.5
0.201062	-1.96651	-47.1529	1305.05	-1.84396	-53.8923	1622.2	-1.67648	-47.3702	1262.5
0.213628	-2.528	-44.6817	1317.76	-2.52119	-51.5751	1647.81	-2.25697	-44.8955	1262.5
0.226195	-3.04956	-41.5049	1326.32	-3.1693	-48.4069	1673.84	-2.80186	-41.7128	1262.5
0.238761	-3.52297	-37.6727	1330.18	-3.7776	-44.4242	1700.27	-3.30257	-37.8722	1262.5
0.251327	-3.94075	-33.2456	1329.11	-4.33585	-39.6771	1727.12	-3.75119	-33.4343	1262.5
0.263894	-4.29629	-28.2935	1323.17	-4.83445	-34.2285	1754.39	-4.14066	-28.4692	1262.5
0.27646	-4.584	-22.8946	1312.73	-5.26458	-28.1534	1782.09	-4.46482	-23.0551	1262.5
0.289027	-4.79931	-17.1342	1298.46	-5.61836	-21.5377	1810.24	-4.71857	-17.2774	1262.5
0.301593	-4.93884	-11.1032	1281.25	-5.88901	-14.4775	1838.82	-4.89791	-11.2272	1262.5
0.314159	-5.00037	-4.8969	1262.18	-6.07094	-7.07715	1867.86	-5	-5	1262.5
0.326726	-4.98295	1.38676	1242.45	-6.15988	0.551819	1897.36	-5.02324	1.30609	1262.5
0.339292	-4.88683	7.64852	1223.31	-6.15294	8.29255	1927.32	-4.96726	7.59158	1262.5
0.351858	-4.71355	13.7895	1205.95	-6.04873	16.0246	1957.75	-4.83294	13.7573	1262.5
0.364425	-4.46583	19.7127	1191.48	-5.84736	23.6256	1988.67	-4.62241	19.7062	1262.5
0.376991	-4.14759	25.3246	1180.8	-5.55048	30.9736	2020.07	-4.33898	25.3442	1262.5
0.389557	-3.76386	30.5367	1174.58	-5.16125	37.9486	2051.97	-3.98712	30.5825	1262.5
0.402124	-3.32069	35.2665	1173.21	-4.68437	44.4344	2084.38	-3.57238	35.3385	1262.5
0.41469	-2.82508	39.4394	1176.79	-4.12599	50.321	2117.29	-3.1013	39.5373	1262.5
0.427257	-2.28486	42.9895	1185.08	-3.49364	55.5058	2150.73	-2.58131	43.1125	1262.5
